price_today,price_next_day,prediction,capital,profit
26256.826171875,26298.48046875,1,8112.849984323274,14.277760359192307
26298.48046875,26217.25,0,6591.706184440877,22.552996821139146
26217.25,26352.716796875,0,5311.693477746181,-30.653924056588707
26352.716796875,27021.546875,0,4216.422282634919,-95.61048259943128
27021.546875,26911.720703125,0,3429.1831768936286,15.423475510382607
26911.720703125,26967.916015625,0,2771.838288699112,-6.444538427474576
26967.916015625,27983.75,0,2200.285233569355,-49.89308919658402
27983.75,27530.78515625,0,1811.079496034654,32.05384093719597
27530.78515625,27429.978515625,1,1461.6029227406104,-5.968298941621811
27429.978515625,27799.39453125,0,1167.9540961712653,-17.71585694292147
27799.39453125,27415.912109375,0,959.0931305808025,14.500347424530748
27415.912109375,27946.59765625,0,761.8277723512874,-16.70851491018071
27946.59765625,27968.83984375,0,616.5893724898563,-0.5456923496517154
27968.83984375,27935.08984375,1,498.83472059904653,-0.6696345752633928
27935.08984375,27583.677734375,1,398.9732613953869,-5.647624766489784
27583.677734375,27391.01953125,0,325.4255110832481,2.5079659477608103
27391.01953125,26873.3203125,0,268.57668925225136,5.535583638689255
26873.3203125,26756.798828125,1,216.60384396683503,-1.0480825860984084
26756.798828125,26862.375,1,176.14139544748895,0.7692020381695146
26862.375,26861.70703125,1,142.670982520148,-0.003941991464503172
26861.70703125,27159.65234375,0,114.28168594584385,-1.4242332171955971
27159.65234375,28519.466796875,0,90.71680230381085,-2.0570703470251894
28519.466796875,28415.748046875,1,73.21337776603283,-0.296924555615515
28415.748046875,28328.341796875,1,59.12042170036329,-0.20268254458145296
28328.341796875,28719.806640625,0,47.225791266755614,-0.7352781228207252
28719.806640625,29682.94921875,0,37.48783310755061,-0.8500642428016011
29682.94921875,29918.412109375,0,30.12427034335014,-0.2676383041842783
29918.412109375,29993.896484375,1,24.462222021159402,0.06840338116198544
29993.896484375,33086.234375,0,19.418111840396335,-0.4403199963808692
33086.234375,33901.52734375,1,16.11624792560473,0.43064148320410456
33901.52734375,34502.8203125,0,12.822626262778686,-0.25726061884571655
34502.8203125,34156.6484375,1,10.282119722457999,-0.11578616710304053
34156.6484375,33909.80078125,1,8.268327378453288,-0.06687732970854635
33909.80078125,34089.57421875,1,6.732851276163581,0.03945122179601923
34089.57421875,34538.48046875,1,5.5254250215899,0.07979498655266633
34538.48046875,34502.36328125,0,4.480274435090416,0.005200186225108091
34502.36328125,34667.78125,1,3.646421259887224,0.019332186071096404
34667.78125,35437.25390625,0,2.8945291960984783,-0.06563558267797003
35437.25390625,34938.2421875,0,2.3775838264345124,0.03668353066082724
34938.2421875,34732.32421875,0,1.9371933747979322,0.012611639317752171
34732.32421875,35082.1953125,0,1.5533202611688774,-0.01756263601938641
35082.1953125,35049.35546875,1,1.2570116419313193,-0.0013086329060795036
35049.35546875,35037.37109375,0,1.0185275745719595,0.00038682734176758105
35037.37109375,35443.5625,0,0.8154429508826174,-0.010627093911855354
35443.5625,35655.27734375,1,0.6644542038655895,0.0043837929451882
35655.27734375,36693.125,0,0.5274437470285049,-0.011960175669580611
36693.125,37313.96875,0,0.4200007587513063,-0.008031862601980768
37313.96875,37138.05078125,1,0.33859672727528706,-0.0017820970147457106
37138.05078125,37054.51953125,1,0.27364647341165327,-0.0006854174236991462
37054.51953125,36502.35546875,1,0.21835069478697658,-0.003669942973847315
36502.35546875,35537.640625,0,0.1815383744621699,0.005193679649687603
35537.640625,37880.58203125,1,0.1543983874800755,0.008169226850797646
37880.58203125,36154.76953125,0,0.13076046165364427,0.00633085310531456
36154.76953125,36596.68359375,1,0.10721056823320808,0.001438438104173572
36596.68359375,36585.703125,0,0.0868666159101378,2.8950712488056644e-05
36585.703125,37386.546875,1,0.07190214891226203,0.0017113222500560043
37386.546875,37476.95703125,0,0.05809989973097652,-0.0001564898755063626
37476.95703125,35813.8125,1,0.04611970040644916,-0.0010457981951575773
35813.8125,37432.33984375,1,0.03904522374645183,0.001875851574697789
37432.33984375,37289.62109375,1,0.031506047982407234,-0.00013398139135416384
37289.62109375,37720.28125,0,0.02522516796447905,-0.0003274787791897915
37720.28125,37796.79296875,1,0.020473831049068365,4.604999760036937e-05
37796.79296875,37479.12109375,1,0.016444420746440255,-0.00015486933700569134
37479.12109375,37254.16796875,1,0.013240033057190957,-8.883083047294574e-05
37254.16796875,37831.0859375,0,0.01055834832526397,-0.0001845316122896726
37831.0859375,37858.4921875,0,0.008546066565711791,-6.883975280027318e-06
37858.4921875,37712.74609375,0,0.0069489631626892204,2.961027162518909e-05
37712.74609375,38688.75,0,0.0055160869585427035,-0.00012508133692840597
38688.75,39476.33203125,0,0.004378669827691198,-9.928956525376867e-05
39476.33203125,39978.390625,0,0.0035016154684208854,-5.0118991121094006e-05
39978.390625,41980.09765625,0,0.002779582358832499,-6.302907843157594e-05
41980.09765625,44080.6484375,1,0.00236403479618704,0.00012508120614746244
44080.6484375,43746.4453125,0,0.0019293860051805914,1.613091141009834e-05
43746.4453125,43292.6640625,1,0.0015465917345676794,-1.801214403177732e-05
43292.6640625,44166.6015625,0,0.001227684518899824,-2.783865122221823e-05
44166.6015625,43725.984375,0,0.0010043450902278805,1.1022922132247494e-05
43725.984375,43779.69921875,1,0.0008145188847843749,1.1104018886573832e-06
43779.69921875,41243.83203125,1,0.0006465650907418368,-1.4661339926118748e-05
41243.83203125,41450.22265625,0,0.0005210969576080622,-2.9119621031394865e-06
41450.22265625,42890.7421875,1,0.0004367573779648022,1.629871366919095e-05
42890.7421875,43023.97265625,0,0.00035267455821127476,-1.2210199335722176e-06
43023.97265625,41929.7578125,1,0.00027995306430810994,-6.348142047802946e-06
41929.7578125,42240.1171875,1,0.0002284404489042307,1.8649631274017946e-06
42240.1171875,41364.6640625,1,0.00018133602834017836,-4.111928080276153e-06
41364.6640625,42623.5390625,1,0.00015135233428540364,4.966834810954603e-06
42623.5390625,42270.52734375,1,0.00012158004548172312,-1.1281614327264874e-06
42270.52734375,43652.25,0,9.651024010339182e-05,-2.1884408186710162e-06
43652.25,43869.15234375,0,7.778486156695194e-05,-4.315921297727113e-07
43869.15234375,43997.90234375,1,6.319065114695069e-05,2.0545919746622767e-07
43997.90234375,43739.54296875,0,5.148498668244582e-05,3.339547260175123e-07
43739.54296875,43016.1171875,0,4.239257913666198e-05,7.663776932009578e-07
43016.1171875,43613.140625,1,3.481456824428502e-05,5.295323817653583e-07
43613.140625,42520.40234375,1,2.7635804272313454e-05,-6.266622283971305e-07
42520.40234375,43442.85546875,1,2.2870629850999305e-05,5.395871004726729e-07
43442.85546875,42627.85546875,0,1.8872748252790764e-05,3.8615341497925436e-07
42627.85546875,42099.40234375,0,1.547643652980409e-05,2.1056716115952014e-07
42099.40234375,42156.90234375,1,1.2553035329385747e-05,1.9024155827149473e-08
42156.90234375,42265.1875,0,1.0141840972327868e-05,-2.9019604971764436e-08
42265.1875,44167.33203125,0,8.050593363833863e-06,-1.8255313750190164e-07
44167.33203125,44957.96875,0,6.40424894798786e-06,-1.2970186301952163e-07
44957.96875,42848.17578125,0,5.430878533894458e-06,2.70485428915879e-07
42848.17578125,44179.921875,1,4.535735438485181e-06,1.5191536225629977e-07
44179.921875,44162.69140625,1,3.672512841465331e-06,-1.5920707862948844e-09
44162.69140625,43989.1953125,1,2.963048954142682e-06,-1.2984941604707028e-08
43989.1953125,43943.09765625,1,2.397554544655765e-06,-2.7945646664525406e-09
43943.09765625,46970.50390625,1,2.039120140229728e-06,1.0788995450950942e-07
46970.50390625,46139.73046875,1,1.622473704340545e-06,-3.245956582837186e-08
46139.73046875,46627.77734375,1,1.3281048005576938e-06,1.544566671316917e-08
46627.77734375,46368.5859375,1,1.0697849977059948e-06,-6.644323050818956e-09
46368.5859375,42853.16796875,0,9.098521405489486e-07,4.8140324896769766e-08
42853.16796875,42842.3828125,1,7.367947528790178e-07,-2.0608996181183024e-10
42842.3828125,41796.26953125,1,5.848676748353644e-07,-1.326230555182232e-08
41796.26953125,42511.96875,1,4.818549607755264e-07,9.013493509868092e-09
42511.96875,43154.9453125,1,3.96205688062094e-07,6.559077593241745e-09
43154.9453125,42742.65234375,0,3.239926703904838e-07,3.4067367335418044e-09
42742.65234375,41262.05859375,0,2.715247069558425e-07,1.0100715488389523e-08
41262.05859375,41618.40625,1,2.2183441680723203e-07,2.1104490811106694e-09
41618.40625,41665.5859375,0,1.7948218111709493e-07,-2.26329440847797e-10
41665.5859375,41545.78515625,0,1.457985784783027e-07,4.6445752606197283e-10
41545.78515625,39507.3671875,0,1.2389119659255508e-07,6.438164472366526e-09
39507.3671875,39845.55078125,1,1.0121088258849365e-07,9.54459276137818e-10
39845.55078125,40077.07421875,0,8.150446359266269e-08,-5.292792266857367e-10
40077.07421875,39933.80859375,0,6.625461572706509e-08,2.6222246334256205e-10
39933.80859375,41816.87109375,1,5.619684839635293e-08,2.8117885082557727e-09
41816.87109375,42120.0546875,0,4.5189418931905744e-08,-3.666980768223725e-10
42120.0546875,42035.59375,0,3.667682809893057e-08,8.155418231879775e-11
42035.59375,43288.24609375,0,2.9114066144931092e-08,-6.601829057807503e-10
43288.24609375,42952.609375,0,2.3765240375655445e-08,2.0316310917917715e-10
42952.609375,42582.60546875,0,1.9415667406066182e-08,1.8424744642807767e-10
42582.60546875,43075.7734375,0,1.5544552846363034e-08,-2.0237528061174987e-10
43075.7734375,43185.859375,0,1.2558909585765842e-08,-3.5753577542461307e-11
43185.859375,42992.25,0,1.0218322742059406e-08,5.0673308432303724e-11
42992.25,42583.58203125,0,8.355517926047826e-09,8.741833886634017e-11
42583.58203125,42658.66796875,0,6.756035828470469e-09,-1.325965736474345e-11
42658.66796875,43084.671875,0,5.417739890872594e-09,-6.07212557649849e-11
43084.671875,44318.22265625,0,4.300601925374666e-09,-9.75193180357067e-11
44318.22265625,45301.56640625,0,3.4138178083624095e-09,-7.741083465674399e-11
45301.56640625,47147.19921875,0,2.709888576278081e-09,-6.144872055052338e-11
47147.19921875,47771.27734375,0,2.16595483811984e-09,-3.228323185045061e-11
47771.27734375,48293.91796875,1,1.7736176502885214e-09,2.1326923790501227e-11
48293.91796875,49958.22265625,1,1.4861394406926907e-09,5.5010159954431474e-11
49958.22265625,49742.44140625,0,1.208972323908469e-09,5.777085497099163e-12
49742.44140625,51826.6953125,1,1.0202997920063299e-09,4.559134404496648e-11
51826.6953125,51938.5546875,0,8.2465909096343e-10,-1.98193395744139e-12
51938.5546875,52160.203125,0,6.651232767884941e-10,-3.1673187687601295e-12
52160.203125,51662.99609375,1,5.336143255859839e-10,-5.706142902996053e-12
51662.99609375,52122.546875,1,4.3607233879593543e-10,4.271927856987126e-12
52122.546875,51779.14453125,0,3.555457273154396e-10,2.5857032119242823e-12
51779.14453125,52284.875,1,2.9080487719499776e-10,3.1253756327685035e-12
52284.875,51839.1796875,0,2.375598811235657e-10,2.231033995130595e-12
51839.1796875,51304.97265625,0,1.944064438198538e-10,2.203266788628438e-12
51304.97265625,50731.94921875,0,1.5922798767547244e-10,1.9541868682120674e-12
50731.94921875,51571.1015625,0,1.2684131227519796e-10,-2.370397491038586e-12
51571.1015625,51733.23828125,0,1.024184494105942e-10,-3.5890392479572553e-13
51733.23828125,54522.40234375,0,8.129976514212968e-11,-1.8435320893906957e-12
54522.40234375,57085.37109375,0,6.453575356982255e-11,-1.4633957725583345e-12
57085.37109375,62504.7890625,1,5.488765841113408e-11,2.9041089106420146e-12
62504.7890625,61198.3828125,0,4.53882364272816e-11,1.03248123806999e-12
61198.3828125,62440.6328125,1,3.751074391771355e-11,8.291915684616197e-13
62440.6328125,62029.84765625,1,3.0183813919968606e-11,-2.220985037548546e-13
62029.84765625,63167.37109375,1,2.489724092558446e-11,4.981685004554285e-13
63167.37109375,68330.4140625,0,1.9763429846728946e-11,-4.481503366605203e-13
68330.4140625,63801.19921875,1,1.5688210612333438e-11,-3.5574173724112104e-13
63801.19921875,66106.8046875,0,1.2453301584070284e-11,-2.8238779102200187e-13
66106.8046875,66925.484375,0,9.962252730332705e-12,-1.3880172529358307e-13
66925.484375,68300.09375,0,7.9080362173381e-12,-1.793205491459887e-13
68300.09375,68498.8828125,0,6.386865947347969e-12,-2.0714876328769587e-14
68498.8828125,69019.7890625,0,5.134020099871044e-12,-4.3712574978679034e-14
69019.7890625,72123.90625,0,4.075385155277635e-12,-9.24123617976788e-14
72123.90625,71481.2890625,0,3.3304741259610183e-12,3.268016687348223e-14
71481.2890625,73083.5,0,2.6437303611878564e-12,-5.994853426729833e-14
73083.5,71396.59375,0,2.1908496778122965e-12,5.4920094722369583e-14
71396.59375,69403.7734375,0,1.8241205108537228e-12,5.503585758418038e-14
69403.7734375,65315.1171875,0,1.5514144944810913e-12,8.208542298841753e-14
65315.1171875,68390.625,0,1.2315128257190902e-12,-2.7925460900659643e-14
68390.625,67548.59375,0,1.0098070071107774e-12,1.3646242531460268e-14
67548.59375,61912.7734375,0,8.588408595477162e-13,4.544131531998498e-14
61912.7734375,67913.671875,0,6.817478743089771e-13,-1.545913547185889e-14
67913.671875,65491.390625,0,5.719116934387717e-13,2.1884350276111364e-14
65491.390625,63778.76171875,0,4.753626246422016e-13,1.3460169951996128e-14
63778.76171875,64062.203125,1,3.8675491213270833e-13,1.9013179694722602e-15
64062.203125,67234.171875,0,3.070060492509439e-13,-6.96158841838875e-15
67234.171875,69958.8125,0,2.437014018953993e-13,-5.526108886516991e-15
69958.8125,69987.8359375,0,1.9731624202901468e-13,-9.099278473196144e-17
69987.8359375,69455.34375,0,1.6104216991664582e-13,1.3511265257154676e-15
69455.34375,70744.953125,0,1.280221408442237e-13,-2.6911297647326736e-15
70744.953125,69892.828125,0,1.0494697868951973e-13,1.3878273396650258e-15
69892.828125,69645.3046875,0,8.530810276710546e-14,3.345000317716397e-16
69645.3046875,71333.6484375,0,6.771757197652833e-14,-1.5355458498078986e-15
71333.6484375,69702.1484375,0,5.6105757485447255e-14,1.3939157605103446e-15
69702.1484375,65446.97265625,0,4.77179467413729e-14,2.524759086845127e-15
65446.97265625,65980.8125,1,3.896681088405916e-14,3.503044706078914e-16
65980.8125,68508.84375,1,3.2772446356527734e-14,1.343699489377575e-15
68508.84375,67837.640625,1,2.62856049888061e-14,-2.889739555348524e-16
67837.640625,68896.109375,1,2.162354820547583e-14,3.6912018282543e-16
68896.109375,69362.5546875,0,1.7396492253339064e-14,-1.3175754788484076e-16
69362.5546875,71631.359375,1,1.4552071491640164e-14,5.121252960394691e-16
71631.359375,69139.015625,1,1.1551434350063963e-14,-2.6193728684952297e-16
69139.015625,70587.8828125,0,9.169528587080774e-15,-2.0792581830115136e-16
70587.8828125,70060.609375,1,7.371837987846055e-15,-6.164463076597023e-17
70060.609375,67195.8671875,0,6.215347599660064e-15,2.7128758833862107e-16
67195.8671875,63821.47265625,1,4.933742924610159e-15,-1.1187625679388115e-16
63821.47265625,65738.7265625,1,4.116385136175195e-15,1.3339263026774124e-16
65738.7265625,63426.2109375,1,3.26758652109587e-15,-7.409493245115351e-17
63426.2109375,63811.86328125,0,2.630651996451155e-15,-1.7881206262777598e-17
63811.86328125,61276.69140625,0,2.2154834654450154e-15,9.406149813286622e-17
61276.69140625,63512.75390625,1,1.8600266568726124e-15,7.276116651349951e-17
63512.75390625,63843.5703125,0,1.498774110891588e-15,-8.719423528031323e-18
63843.5703125,64994.44140625,0,1.1921228276794673e-15,-2.4315780158576753e-17
64994.44140625,64926.64453125,0,9.666267455405473e-16,1.1191723557540016e-18
