price_today,price_next_day,prediction,capital,profit
64926.64453125,66837.6796875,0,7.673083106100864e-16,-1.7399281419729852e-17
66837.6796875,66407.2734375,0,6.255220545088369e-16,4.447025460741093e-18
66407.2734375,64276.8984375,0,5.229271559954159e-16,1.8060324270286555e-17
64276.8984375,64481.70703125,1,4.249206411310946e-16,1.4996053053418957e-18
64481.70703125,63755.3203125,0,3.480629729871158e-16,4.3080596343657435e-18
63755.3203125,63419.140625,0,2.834176209660153e-16,1.6517920516128152e-18
63419.140625,63113.23046875,0,2.306756242579078e-16,1.2303903060393342e-18
63113.23046875,63841.12109375,0,1.8469232926209712e-16,-2.394362652009108e-18
63841.12109375,60636.85546875,0,1.570808260374136e-16,8.31115481679437e-18
60636.85546875,58254.01171875,0,1.322354355291386e-16,5.5555182653706275e-18
58254.01171875,59123.43359375,1,1.0870929462309091e-16,1.7762131605429464e-18
59123.43359375,62889.8359375,0,8.629343807180956e-17,-1.9567673032156365e-18
62889.8359375,63891.47265625,0,6.878443519065355e-17,-1.2369440527913335e-18
63891.47265625,64031.1328125,0,5.559360441441987e-17,-1.3532010001055213e-19
64031.1328125,63161.94921875,0,4.5642085500068944e-17,6.791843604320459e-19
63161.94921875,62334.81640625,0,3.7454228428753684e-17,5.37932415219819e-19
62334.81640625,61187.94140625,0,3.0896101176216866e-17,6.20195721029315e-19
61187.94140625,63049.9609375,0,2.4525325113680947e-17,-5.561298211719036e-19
63049.9609375,60792.77734375,0,2.057669714188784e-17,7.902042220069685e-19
60792.77734375,60793.7109375,0,1.6666868728150794e-17,-2.84396420397396e-22
60793.7109375,61448.39453125,0,1.3354781268707306e-17,-1.6153600121648649e-19
61448.39453125,62901.44921875,0,1.0601025371099858e-17,-2.403860628367315e-19
62901.44921875,61552.7890625,0,8.770939444358633e-18,2.0456543751971892e-19
61552.7890625,66267.4921875,0,6.962371730931883e-18,-1.5787690999845539e-19
66267.4921875,65231.58203125,1,5.551362685414053e-18,-9.795379626752542e-20
65231.58203125,67051.875,0,4.406671699681675e-18,-9.992452833745296e-20
67051.875,66940.8046875,1,3.563491418427344e-18,-6.5696203497917825e-21
66940.8046875,66278.3671875,0,2.9149917656246063e-18,3.1737462998285944e-20
66278.3671875,71448.1953125,0,2.3139204635528124e-18,-5.246985178124291e-20
71448.1953125,70136.53125,0,1.908684001118525e-18,3.823158404527418e-20
70136.53125,69122.3359375,0,1.568390157601644e-18,2.4840129661820672e-20
69122.3359375,67929.5625,0,1.2923179522616347e-18,2.435769400478114e-20
67929.5625,68526.1015625,0,1.0375850238156778e-18,-1.021390835138483e-20
68526.1015625,69265.9453125,0,8.313699962738103e-19,-1.0082081129876288e-20
69265.9453125,68518.09375,1,6.661390174029775e-19,-8.078532865343104e-21
68518.09375,69394.5546875,1,5.464746395231586e-19,7.668928251940872e-21
69394.5546875,68296.21875,1,4.356385435301067e-19,-7.784349426279741e-21
68296.21875,67578.09375,1,3.491568717629879e-19,-4.1226094404428816e-21
67578.09375,68364.9921875,1,2.861102680383578e-19,3.659113233708442e-21
68364.9921875,67491.4140625,1,2.2878798957435825e-19,-3.2903639296795823e-21
67491.4140625,67706.9375,1,1.8591005691744167e-19,6.575392913460913e-22
67706.9375,67751.6015625,1,1.506864835411155e-19,1.1037493109750022e-22
67751.6015625,68804.78125,1,1.239533788367975e-19,2.108141298326601e-21
68804.78125,70567.765625,0,9.839419212064984e-20,-2.2311608190623547e-21
70567.765625,71082.8203125,0,7.91175924075596e-20,-6.46336900185291e-22
71082.8203125,70757.1640625,0,6.437884768508192e-20,3.2621981662071375e-22
70757.1640625,69342.5859375,0,5.318938744654993e-20,1.1583564684817514e-21
69342.5859375,69305.7734375,0,4.310627589195691e-20,2.5413400279401822e-23
69305.7734375,69647.9921875,1,3.5088492463081316e-20,1.9156554510690819e-22
69647.9921875,69512.28125,1,2.836629850914312e-20,-6.153376216971517e-23
69512.28125,67332.03125,1,2.2517167756557813e-20,-5.105933731645762e-22
67332.03125,68241.1875,1,1.848517819880586e-20,2.736359066600373e-22
68241.1875,66756.3984375,1,1.4673534454212095e-20,-3.3273320757850555e-22
66756.3984375,66011.09375,1,1.1752866028568669e-20,-1.4744097704792128e-22
66011.09375,66191.0,1,9.545766749101334e-21,2.88280732896804e-23
66191.0,66639.046875,0,7.679732678188358e-21,-5.81537650930245e-23
66639.046875,66490.296875,0,6.234468898888592e-21,1.542825506224599e-23
66490.296875,65140.74609375,1,4.948921411937765e-21,-1.1222044017999466e-22
65140.74609375,64960.296875,1,3.997521873190624e-21,-1.2338300532184098e-23
64960.296875,64828.65625,0,3.24455443891368e-21,7.290801810304783e-24
64828.65625,64096.19921875,1,2.5983960176728114e-21,-3.2992308719188534e-23
64096.19921875,64252.578125,1,2.1098357247345433e-21,5.70550046618441e-24
64252.578125,63180.796875,0,1.7374737887977324e-21,3.167427973639121e-23
63180.796875,60277.4140625,0,1.4720266908567212e-21,7.185880214506446e-23
60277.4140625,61804.640625,1,1.222551538538543e-21,3.356657660510973e-23
61804.640625,60811.27734375,1,9.743505526361507e-22,-1.7684659533410153e-23
60811.27734375,61604.80078125,0,7.789254022463283e-22,-1.1442828209948699e-23
61604.80078125,60320.13671875,1,6.183109843031354e-22,-1.402065724043391e-23
60320.13671875,60887.37890625,0,4.961221436868262e-22,-5.233059554126142e-24
60887.37890625,62678.29296875,1,4.136790349559146e-22,1.3133442855094889e-23
62678.29296875,62851.98046875,0,3.341514797736835e-22,-1.0317094895637282e-24
62851.98046875,62029.015625,0,2.74206674221188e-22,3.937750671671474e-24
62029.015625,60173.921875,0,2.2874994359567688e-22,7.38059719612729e-24
60173.921875,56977.703125,1,1.8158170522624832e-22,-4.117498984722184e-24
56977.703125,56662.375,1,1.462671990866077e-22,-9.044246073927016e-25
56662.375,58303.5390625,1,1.219079722295771e-22,3.8128232993609265e-24
58303.5390625,55849.109375,1,9.677054835583832e-23,-2.194343500132388e-24
55849.109375,56705.09765625,0,7.718276585450701e-23,-1.334864793024475e-24
56705.09765625,58009.2265625,1,6.395585787429835e-23,1.59757503571964e-24
58009.2265625,57742.49609375,0,5.204244440847036e-23,2.6466614476520128e-25
57742.49609375,57344.9140625,0,4.2444631088299494e-23,3.225012415983347e-25
57344.9140625,57899.46484375,0,3.4047679854136397e-23,-3.694125859846574e-25
57899.46484375,59231.953125,0,2.7027048268213474e-23,-6.128582373744552e-25
59231.953125,60787.79296875,0,2.145407091530786e-23,-4.864868688278425e-25
60787.79296875,64870.15234375,0,1.703024149257138e-23,-3.8617327647554148e-25
64870.15234375,65097.1484375,0,1.3746225387542645e-23,-5.363357937797098e-26
65097.1484375,64118.79296875,0,1.1301783884310736e-23,1.859348004457694e-25
64118.79296875,63974.06640625,0,9.175108020054141e-24,2.2958970847162383e-26
63974.06640625,66710.15625,0,7.283200746318977e-24,-1.6515194436097455e-25
66710.15625,67163.6484375,0,5.859288839101927e-24,-4.455973935160499e-26
67163.6484375,68154.5234375,0,4.676005183140242e-24,-7.779864059146556e-26
68154.5234375,67585.25,0,3.819200538562749e-24,3.515148913239229e-26
67585.25,65927.671875,0,3.169424092356726e-24,8.430184013433182e-26
65927.671875,65372.1328125,0,2.588866289931656e-24,2.4036416803008667e-26
65372.1328125,65777.2265625,0,2.083987256053996e-24,-1.4438265322939306e-26
65777.2265625,67912.0625,1,1.742815605713802e-24,6.087325367785002e-26
67912.0625,67813.3359375,0,1.413732858921462e-24,2.280242548091234e-27
67813.3359375,68255.8671875,0,1.1376508527651438e-24,-8.303069956934006e-27
68255.8671875,66819.9140625,0,9.408834622098302e-25,2.154030163340412e-26
66819.9140625,66201.015625,1,7.5505674830837375e-25,-7.843173423987503e-27
66201.015625,64619.25,0,6.262090572807202e-25,1.6236767945485976e-26
64619.25,65357.5,1,5.130242358676708e-25,6.4387771892082084e-27
65357.5,61415.06640625,1,4.0723863843175706e-25,-9.234436245618075e-27
61415.06640625,60680.09375,1,3.259157233847546e-25,-4.3861930499651125e-27
60680.09375,58116.9765625,1,2.5871190122281824e-25,-5.8664830209255835e-27
58116.9765625,53991.45703125,1,2.0536550719067312e-25,-4.656814222010729e-27
53991.45703125,56034.31640625,1,1.7264004932808668e-25,6.993320559601598e-27
56034.31640625,55027.4609375,1,1.3732574582399471e-25,-2.791882368617228e-27
55027.4609375,61710.13671875,0,1.0900917703508698e-25,-2.4718634248319047e-27
61710.13671875,60880.11328125,0,8.948506549727329e-26,1.3195912209475908e-27
60880.11328125,60945.8125,0,7.240468259874423e-26,-8.691161560792767e-29
60945.8125,58719.484375,0,6.079017521900217e-26,2.3804247933548207e-27
58719.484375,59354.515625,0,4.870752762301689e-26,-5.916825604165189e-28
59354.515625,60609.56640625,1,4.028733281842386e-26,9.26928270866855e-28
60609.56640625,58737.26953125,0,3.3640801180564054e-26,1.1200684418230307e-27
58737.26953125,57560.09765625,0,2.779515561575589e-26,6.0678517722111825e-28
57560.09765625,58894.10546875,1,2.3035860315349713e-26,5.7976029620826995e-28
58894.10546875,59478.97265625,0,1.8473747084447554e-26,-2.0588863442857327e-28
59478.97265625,58483.96484375,0,1.5214059458106899e-26,2.7813813300486805e-28
58483.96484375,59493.453125,0,1.2110674882014319e-26,-2.3634808783585494e-28
59493.453125,59012.79296875,0,9.888900858818923e-27,8.806022709702578e-29
59012.79296875,61175.19140625,0,7.849809501730461e-27,-1.780002154587406e-28
61175.19140625,60381.9140625,0,6.440796302092307e-27,9.161178410070414e-29
60381.9140625,64094.35546875,0,5.112704104600874e-27,-1.1593433343766155e-28
64094.35546875,64178.9921875,0,4.135821742947351e-27,-6.076201977062529e-30
64178.9921875,64333.54296875,0,3.3419483687167744e-27,-8.963603411755816e-30
64333.54296875,62880.66015625,0,2.7681114831250862e-27,6.792589384944332e-29
62880.66015625,59504.1328125,0,2.354278816397886e-27,1.245650167406289e-28
59504.1328125,59027.625,0,1.9222367826201766e-27,1.6967712597654473e-29
59027.625,59388.1796875,1,1.5665223900337655e-27,1.0567329012691276e-29
59388.1796875,59119.4765625,0,1.2746242255798293e-27,6.378988502754612e-30
59119.4765625,58969.8984375,1,1.0298334331437341e-27,-2.9024328621418877e-30
58969.8984375,57325.48828125,0,8.574262626913755e-28,2.5845757605500803e-29
57325.48828125,59112.48046875,1,7.161652125148189e-28,2.4055488594227465e-29
59112.48046875,57431.0234375,0,5.9659461567979165e-28,1.8334215047542587e-29
57431.0234375,57971.5390625,1,4.877896972364946e-28,5.053398373181614e-30
57971.5390625,56160.48828125,0,4.074530160127409e-28,1.3714845834644674e-29
56160.48828125,53948.75390625,0,3.4303458729513057e-28,1.4441827027567143e-29
53948.75390625,54139.6875,1,2.7884140134172055e-28,1.0926507029608624e-30
54139.6875,54841.56640625,1,2.28789654079181e-28,3.2534655470970296e-30
54841.56640625,57019.53515625,0,1.8161322740805387e-28,-4.118213773425258e-30
57019.53515625,57648.7109375,0,1.4548348136320561e-28,-1.8035920414644796e-30
57648.7109375,57343.171875,0,1.1846618231822946e-28,6.939582378143277e-31
57343.171875,58127.01171875,0,9.464593631831049e-29,-1.4574126216170701e-30
58127.01171875,60571.30078125,0,7.512994424947487e-29,-1.703626853729589e-30
60571.30078125,60005.12109375,0,6.14240887407167e-29,6.320376651578333e-31
60005.12109375,59182.8359375,0,5.043531325867114e-29,7.575570874340159e-31
59182.8359375,58192.5078125,1,4.016900212054316e-29,-7.5955735442274215e-31
58192.5078125,60308.5390625,0,3.188615388328716e-29,-7.230420381697769e-31
60308.5390625,61649.6796875,0,2.531122895255335e-29,-5.739507698991689e-31
61649.6796875,62940.45703125,0,2.009205354253685e-29,-4.556021211459603e-31
62940.45703125,63192.9765625,0,1.6209269196085363e-29,-7.254908152165177e-32
63192.9765625,63394.83984375,0,1.3087567223754803e-29,-4.660091674927118e-32
63394.83984375,63648.7109375,0,1.0558476949410225e-29,-4.716944647907276e-32
63648.7109375,63329.80078125,0,8.595217730757253e-30,4.761266859441013e-32
63329.80078125,64301.96875,0,6.855251617954823e-30,-1.1874971550950141e-31
64301.96875,63143.14453125,0,5.6528233064157875e-30,1.1118832874708918e-31
63143.14453125,65181.01953125,0,4.4872111406328524e-30,-1.0175081951548418e-31
65181.01953125,65790.6640625,0,3.600645866438541e-30,-3.777239719341021e-32
65790.6640625,65887.6484375,0,2.912223800545817e-30,-4.777056966000856e-33
65887.6484375,65635.3046875,0,2.3679356575495485e-30,1.0038199008262871e-32
65635.3046875,63329.5,0,1.9854092668190527e-30,7.486820467102031e-32
63329.5,60837.0078125,0,1.6714755450799165e-30,7.032670995164863e-32
60837.0078125,60632.78515625,1,1.3493503251211156e-30,-5.0498515484632416e-33
60632.78515625,60759.40234375,1,1.0952561797597826e-30,2.5360182351988082e-33
60759.40234375,62067.4765625,1,9.062569011934121e-31,2.122155065332013e-32
62067.4765625,62089.94921875,0,7.33802307293297e-31,-2.9531408151871067e-34
62089.94921875,62818.953125,0,5.874011992246015e-31,-7.754077425521227e-33
62818.953125,62236.66015625,1,4.713846453060791e-31,-4.900362295386836e-33
62236.66015625,62131.96875,0,3.8246384389095503e-31,7.13645770034392e-34
62131.96875,60582.1015625,0,3.175234939668385e-31,8.586422683516562e-33
60582.1015625,60274.5,1,2.558881446537704e-31,-1.4509838437431303e-33
60274.5,62445.08984375,1,2.1473352957075884e-31,8.293480445783117e-33
62445.08984375,63193.0234375,0,1.718508694429777e-31,-2.3147661214855134e-33
63193.0234375,62851.375,0,1.3995177451758355e-31,8.3618918752401e-34
62851.375,66046.125,0,1.110937186120578e-31,-2.519131941316504e-33
66046.125,67041.109375,1,9.134154916250752e-32,1.5062634297118836e-33
67041.109375,67612.71875,0,7.335582597772917e-32,-7.009209376687976e-34
67612.71875,67399.8359375,0,5.960530096703694e-32,2.078688056403529e-34
67399.8359375,68418.7890625,0,4.755039057890592e-32,-8.110035604377844e-34
68418.7890625,68362.734375,0,3.8547371912061377e-32,3.506171460842148e-35
68362.734375,69001.703125,0,3.093153449472513e-32,-3.242630600495414e-34
69001.703125,67367.8515625,0,2.5647795024045854e-32,6.591689814649973e-34
67367.8515625,67361.40625,0,2.077670155733286e-32,2.2084309507970808e-36
67361.40625,66432.1953125,0,1.7061276176984657e-32,2.579421283833765e-34
66432.1953125,68161.0546875,0,1.3543241029290423e-32,-3.0710297118572385e-34
68161.0546875,66642.4140625,0,1.1214439379803084e-32,2.715712734198223e-34
66642.4140625,67014.6953125,0,9.03295209264835e-33,-5.638200554683103e-35
67014.6953125,67929.296875,1,7.416547758864684e-33,1.109517375772437e-34
67929.296875,69907.7578125,1,6.182371100400958e-33,1.9440823968951544e-34
69907.7578125,72720.4921875,0,4.907566179498281e-33,-1.1128267980721725e-34
72720.4921875,72339.5390625,0,3.9959526897603226e-33,2.313787151857295e-35
72339.5390625,70215.1875,0,3.3317725297984526e-33,1.056120567695465e-34
70215.1875,69482.46875,1,2.6705735472671328e-33,-3.1291335410682117e-35
69482.46875,69289.2734375,0,2.1691792308430724e-33,6.68295284077189e-36
69289.2734375,68741.1171875,1,1.7431350483489554e-33,-1.5444587371036982e-35
68741.1171875,67811.5078125,0,1.431033523020229e-33,2.1215704286194478e-35
67811.5078125,69359.5625,1,1.1855988525827851e-33,2.940188770711084e-35
69359.5625,75639.078125,1,1.0083518241216586e-33,5.335194836622533e-35
75639.078125,75904.859375,0,8.138950216629882e-34,-3.188839861727904e-36
75904.859375,76545.4765625,0,6.536910278120307e-34,-6.182155261099785e-36
76545.4765625,76778.8671875,0,5.278752943511815e-34,-1.7938201961814717e-36
76778.8671875,80474.1875,0,4.190274086559679e-34,-9.501755298321268e-36
80474.1875,88701.484375,0,3.3262395699110737e-34,-7.542493355807423e-36
88701.484375,87955.8125,0,2.716903384776785e-34,2.5165925720905452e-36
87955.8125,90584.1640625,0,2.1566779068358116e-34,-4.8904260925982126e-36
90584.1640625,87250.4296875,0,1.8111999327636422e-34,7.143425358514974e-36
87250.4296875,91066.0078125,0,1.4377305066277792e-34,-3.260159878974556e-36
91066.0078125,90558.4765625,0,1.1710520735101733e-34,7.211514601857765e-37
